Date;Adj Close;Close;High;Low;Open;Volume;;;;
14.04.1981;0.095826671;0.124442004;0.125;0.124442004;0.124442004;6652800;;;;
15.04.1981;0.091100067;0.118303999;0.118862003;0.118303999;0.118862003;34048000;;;;
16.04.1981;0.085943043;0.111607;0.112164997;0.111607;0.112164997;23878400;;;;
20.04.1981;0.08852119;0.114955001;0.115512997;0.114955001;0.114955001;35347200;;;;
21.04.1981;0.094537601;0.122768;0.123326004;0.122768;0.122768;28537600;;;;
22.04.1981;0.097975098;0.127232;0.127790004;0.127232;0.127232;18995200;;;;
23.04.1981;0.100553259;0.130579993;0.131137997;0.130579993;0.130579993;58016000;;;;
24.04.1981;0.099693879;0.129464;0.130579993;0.129464;0.130579993;35056000;;;;
27.04.1981;0.09883447;0.128347993;0.128905997;0.128347993;0.128905997;38528000;;;;
28.04.1981;0.097115695;0.126115993;0.126673996;0.126115993;0.126673996;32188800;;;;
29.04.1981;0.095826671;0.124442004;0.125;0.124442004;0.125;13641600;;;;
30.04.1981;0.097545393;0.126673996;0.127790004;0.126673996;0.126673996;12611200;;;;
1.05.1981;0.097545393;0.126673996;0.127790004;0.126673996;0.126673996;16553600;;;;
4.05.1981;0.097115695;0.126115993;0.126673996;0.126115993;0.126673996;14448000;;;;
5.05.1981;0.09668605;0.125558004;0.126115993;0.125558004;0.126115993;17539200;;;;
6.05.1981;0.094107933;0.122210003;0.122768;0.122210003;0.122768;18950400;;;;
7.05.1981;0.095396951;0.123884;0.124442004;0.123884;0.123884;9363200;;;;
8.05.1981;0.096256346;0.125;0.125558004;0.125;0.125;7907200;;;;
11.05.1981;0.094107933;0.122210003;0.122768;0.122210003;0.122768;11939200;;;;
12.05.1981;0.094107933;0.122210003;0.123884;0.122210003;0.122210003;4256000;;;;
13.05.1981;0.093678214;0.121652;0.123326004;0.121652;0.122210003;4905600;;;;
14.05.1981;0.092389166;0.119978003;0.121094003;0.119978003;0.121094003;4928000;;;;
15.05.1981;0.094537601;0.122768;0.124442004;0.122768;0.122768;4905600;;;;
18.05.1981;0.096256346;0.125;0.126115993;0.125;0.125;4166400;;;;
19.05.1981;0.094537601;0.122768;0.123326004;0.122768;0.123326004;25424000;;;;
20.05.1981;0.097545393;0.126673996;0.127790004;0.126673996;0.126673996;13283200;;;;
21.05.1981;0.103132106;0.133928999;0.134487003;0.133928999;0.133928999;32211200;;;;
22.05.1981;0.10785868;0.140066996;0.141183004;0.140066996;0.140066996;31427200;;;;
26.05.1981;0.107429035;0.139509007;0.140066996;0.139509007;0.140066996;85344000;;;;
27.05.1981;0.113444664;0.147321001;0.147879004;0.147321001;0.147321001;149497600;;;;
28.05.1981;0.113444664;0.147321001;0.147879004;0.147321001;0.147321001;73987200;;;;
29.05.1981;0.113874331;0.147879004;0.148438007;0.147879004;0.147879004;59382400;;;;
1.06.1981;0.113874331;0.147879004;0.148438007;0.147879004;0.147879004;51251200;;;;
2.06.1981;0.108288407;0.140625;0.141183004;0.140625;0.141183004;40432000;;;;
3.06.1981;0.108288407;0.140625;0.141740993;0.140625;0.140625;39446400;;;;
4.06.1981;0.110436834;0.143415004;0.143972993;0.143415004;0.143415004;56067200;;;;
5.06.1981;0.108718075;0.141183004;0.141740993;0.141183004;0.141740993;57680000;;;;
8.06.1981;0.104850866;0.136161;0.136719003;0.136161;0.136719003;93497600;;;;
9.06.1981;0.10699933;0.138951004;0.139509007;0.138951004;0.138951004;119593600;;;;
10.06.1981;0.108288407;0.140625;0.142298996;0.140625;0.140625;25222400;;;;
11.06.1981;0.113014929;0.146762997;0.147321001;0.146762997;0.146762997;38976000;;;;
12.06.1981;0.111725859;0.145089;0.145647004;0.145089;0.145647004;25804800;;;;
15.06.1981;0.111296199;0.144530997;0.145089;0.144530997;0.145089;143763200;;;;
16.06.1981;0.10914775;0.141740993;0.142298996;0.141740993;0.142298996;37251200;;;;
17.06.1981;0.107429035;0.139509007;0.140066996;0.139509007;0.140066996;27574400;;;;
18.06.1981;0.10699933;0.138951004;0.140066996;0.138951004;0.139509007;23049600;;;;
19.06.1981;0.103991516;0.135045007;0.135602996;0.135045007;0.135602996;27507200;;;;
22.06.1981;0.100123547;0.130022004;0.130579993;0.130022004;0.130579993;10841600;;;;
23.06.1981;0.101842329;0.132254004;0.133370996;0.132254004;0.132254004;15030400;;;;
24.06.1981;0.099264123;0.128905997;0.130022004;0.128905997;0.130022004;23027200;;;;
25.06.1981;0.101412602;0.131696001;0.132254004;0.131696001;0.131696001;24259200;;;;
26.06.1981;0.100123547;0.130022004;0.131137997;0.130022004;0.131137997;23788800;;;;
29.06.1981;0.09668605;0.125558004;0.126673996;0.125558004;0.126673996;10595200;;;;
30.06.1981;0.089380607;0.116071001;0.116628997;0.116071001;0.116628997;35907200;;;;
1.07.1981;0.08852119;0.114955001;0.115512997;0.114955001;0.115512997;170464000;;;;
2.07.1981;0.08852119;0.114955001;0.115512997;0.114955001;0.114955001;30284800;;;;
6.07.1981;0.085513346;0.111048996;0.112164997;0.111048996;0.112164997;16531200;;;;
7.07.1981;0.086372741;0.112164997;0.113280997;0.112164997;0.112164997;15836800;;;;
8.07.1981;0.08981023;0.116628997;0.117187999;0.116628997;0.116628997;16620800;;;;
9.07.1981;0.082935259;0.107701004;0.108259;0.107701004;0.108259;32883200;;;;
10.07.1981;0.076489128;0.099330001;0.099887997;0.099330001;0.099887997;55171200;;;;
13.07.1981;0.07820867;0.101562999;0.102121003;0.101562999;0.101562999;45740800;;;;
14.07.1981;0.081646182;0.106027;0.107143;0.106027;0.106027;19779200;;;;
15.07.1981;0.083794631;0.108817004;0.109375;0.108817004;0.108817004;10953600;;;;
16.07.1981;0.085943043;0.111607;0.112723;0.111607;0.111607;15232000;;;;
17.07.1981;0.088950872;0.115512997;0.116071001;0.115512997;0.115512997;19824000;;;;
20.07.1981;0.082935259;0.107701004;0.108259;0.107701004;0.108259;23654400;;;;
21.07.1981;0.082505554;0.107143;0.107701004;0.107143;0.107701004;31942400;;;;
22.07.1981;0.07777819;0.101003997;0.102121003;0.101003997;0.102121003;22668800;;;;
23.07.1981;0.07992743;0.103794999;0.104353003;0.103794999;0.103794999;34451200;;;;
24.07.1981;0.082505554;0.107143;0.107701004;0.107143;0.107143;28851200;;;;
27.07.1981;0.085943043;0.111607;0.112164997;0.111607;0.111607;17337600;;;;
28.07.1981;0.082935259;0.107701004;0.108259;0.107701004;0.108259;22848000;;;;
29.07.1981;0.081646182;0.106027;0.106585003;0.106027;0.106585003;15500800;;;;
30.07.1981;0.084653996;0.109932996;0.111048996;0.109932996;0.109932996;9900800;;;;
31.07.1981;0.085943043;0.111607;0.112164997;0.111607;0.111607;10953600;;;;
3.08.1981;0.085083708;0.110491;0.111607;0.110491;0.111607;12432000;;;;
4.08.1981;0.086372741;0.112164997;0.112723;0.112164997;0.112164997;31673600;;;;
5.08.1981;0.088950872;0.115512997;0.116071001;0.115512997;0.115512997;17494400;;;;
6.08.1981;0.086802408;0.112723;0.113280997;0.112723;0.113280997;10528000;;;;
7.08.1981;0.086802408;0.112723;0.113280997;0.112723;0.112723;9206400;;;;
10.08.1981;0.086802408;0.112723;0.112723;0.112723;0.112723;0;;;;
11.08.1981;0.084224284;0.109375;0.110491;0.109375;0.110491;71456000;;;;
12.08.1981;0.082505554;0.107143;0.107701004;0.107143;0.107701004;26275200;;;;
13.08.1981;0.07992743;0.103794999;0.104353003;0.103794999;0.104353003;27484800;;;;
14.08.1981;0.078638367;0.102121003;0.103237003;0.102121003;0.103237003;24192000;;;;
17.08.1981;0.076059453;0.098771997;0.099887997;0.098771997;0.099887997;18905600;;;;
18.08.1981;0.074340694;0.096539997;0.097655997;0.096539997;0.097655997;17001600;;;;
19.08.1981;0.073481314;0.095423996;0.096539997;0.095423996;0.096539997;20675200;;;;
20.08.1981;0.074340694;0.096539997;0.097098;0.096539997;0.096539997;17113600;;;;
21.08.1981;0.069184445;0.089844003;0.090960003;0.089844003;0.090960003;41910400;;;;
24.08.1981;0.064886786;0.084262997;0.084821001;0.084262997;0.084821001;23072000;;;;
25.08.1981;0.066606328;0.086496003;0.087053999;0.086496003;0.086496003;40700800;;;;
26.08.1981;0.065316483;0.084821001;0.085378997;0.084821001;0.085378997;33600000;;;;
27.08.1981;0.065746203;0.085378997;0.085937999;0.085378997;0.085378997;25916800;;;;
28.08.1981;0.069184445;0.089844003;0.090402;0.089844003;0.089844003;38035200;;;;
31.08.1981;0.069184445;0.089844003;0.090402;0.089844003;0.089844003;40947200;;;;
1.09.1981;0.073481314;0.095423996;0.095982;0.095423996;0.095423996;37027200;;;;
2.09.1981;0.074770376;0.097098;0.097655997;0.097098;0.097098;19376000;;;;
3.09.1981;0.070903197;0.092076004;0.093192004;0.092076004;0.093192004;37475200;;;;
4.09.1981;0.070043862;0.090960003;0.091518;0.090960003;0.091518;15254400;;;;
8.09.1981;0.067895405;0.088169999;0.088728003;0.088169999;0.088728003;25446400;;;;
9.09.1981;0.067895405;0.088169999;0.088728003;0.088169999;0.088169999;30531200;;;;
10.09.1981;0.068325035;0.088728003;0.089286;0.088728003;0.088728003;34809600;;;;
11.09.1981;0.067465685;0.087612003;0.088169999;0.087612003;0.088169999;17539200;;;;
14.09.1981;0.065316483;0.084821001;0.085378997;0.084821001;0.085378997;27686400;;;;
15.09.1981;0.063597739;0.082589;0.083146997;0.082589;0.083146997;19510400;;;;
16.09.1981;0.062308643;0.080914997;0.081473;0.080914997;0.081473;19353600;;;;
17.09.1981;0.060589883;0.078682996;0.079241;0.078682996;0.079241;19376000;;;;
18.09.1981;0.061019596;0.079241;0.079798996;0.079241;0.079241;26320000;;;;
21.09.1981;0.0614493;0.079798996;0.080357;0.079798996;0.079798996;49033600;;;;
22.09.1981;0.05801177;0.075335003;0.075893;0.075335003;0.075893;47420800;;;;
23.09.1981;0.056722708;0.073661;0.074777;0.073661;0.074777;28201600;;;;
24.09.1981;0.056293011;0.073103003;0.073661;0.073103003;0.073661;18300800;;;;
25.09.1981;0.048987549;0.063616;0.064732;0.063616;0.064732;34608000;;;;
28.09.1981;0.049417235;0.064173996;0.064732;0.064173996;0.064173996;91728000;;;;
29.09.1981;0.051995356;0.067521997;0.068080001;0.067521997;0.067521997;94684800;;;;
30.09.1981;0.05242506;0.068080001;0.068637997;0.068080001;0.068080001;49996800;;;;
1.10.1981;0.05242506;0.068080001;0.068637997;0.068080001;0.068080001;61129600;;;;
2.10.1981;0.056722708;0.073661;0.074219003;0.073661;0.073661;45046400;;;;
5.10.1981;0.058441475;0.075893;0.077009;0.075893;0.075893;43097600;;;;
6.10.1981;0.05801177;0.075335003;0.075893;0.075335003;0.075893;28358400;;;;
7.10.1981;0.0614493;0.079798996;0.080914997;0.079798996;0.079798996;38841600;;;;
8.10.1981;0.063597739;0.082589;0.083146997;0.082589;0.082589;31091200;;;;
9.10.1981;0.064027421;0.083146997;0.084262997;0.083146997;0.083146997;54521600;;;;
12.10.1981;0.066176631;0.085937999;0.086496003;0.085937999;0.085937999;27350400;;;;
13.10.1981;0.066176631;0.085937999;0.087053999;0.085937999;0.085937999;44195200;;;;
14.10.1981;0.062308643;0.080914997;0.081473;0.080914997;0.081473;30979200;;;;
15.10.1981;0.063597739;0.082589;0.083146997;0.082589;0.082589;29433600;;;;
16.10.1981;0.062738344;0.081473;0.082030997;0.081473;0.082030997;36467200;;;;
19.10.1981;0.064027421;0.083146997;0.083705001;0.083146997;0.083146997;20585600;;;;
20.10.1981;0.067465685;0.087612003;0.088169999;0.087612003;0.087612003;35728000;;;;
21.10.1981;0.067465685;0.087612003;0.088169999;0.087612003;0.087612003;76899200;;;;
22.10.1981;0.06703601;0.087053999;0.087612003;0.087053999;0.087612003;32278400;;;;
23.10.1981;0.065316483;0.084821001;0.085378997;0.084821001;0.085378997;27910400;;;;
26.10.1981;0.065316483;0.084821001;0.085378997;0.084821001;0.084821001;27283200;;;;
27.10.1981;0.066606328;0.086496003;0.087612003;0.086496003;0.086496003;85590400;;;;
28.10.1981;0.068754785;0.089286;0.089844003;0.089286;0.089286;44172800;;;;
29.10.1981;0.067895405;0.088169999;0.088728003;0.088169999;0.088728003;30486400;;;;
30.10.1981;0.068754785;0.089286;0.089844003;0.089286;0.089286;52729600;;;;
2.11.1981;0.068754785;0.089286;0.089844003;0.089286;0.089286;36915200;;;;
3.11.1981;0.067895405;0.088169999;0.088728003;0.088169999;0.088728003;28380800;;;;
4.11.1981;0.066176631;0.085937999;0.086496003;0.085937999;0.086496003;23811200;;;;
5.11.1981;0.0614493;0.079798996;0.080357;0.079798996;0.080357;23363200;;;;
6.11.1981;0.061878968;0.080357;0.080914997;0.080357;0.080357;24595200;;;;
9.11.1981;0.062738344;0.081473;0.082030997;0.081473;0.081473;20384000;;;;
10.11.1981;0.063168027;0.082030997;0.082589;0.082030997;0.082030997;16755200;;;;
11.11.1981;0.064886786;0.084262997;0.084821001;0.084262997;0.084262997;27440000;;;;
12.11.1981;0.06703601;0.087053999;0.087612003;0.087053999;0.087053999;39916800;;;;
13.11.1981;0.062308643;0.080914997;0.081473;0.080914997;0.081473;21011200;;;;
16.11.1981;0.0614493;0.079798996;0.080357;0.079798996;0.080357;22556800;;;;
17.11.1981;0.062738344;0.081473;0.082030997;0.081473;0.081473;35414400;;;;
18.11.1981;0.064886786;0.084262997;0.084821001;0.084262997;0.084262997;29142400;;;;
19.11.1981;0.064886786;0.084262997;0.084821001;0.084262997;0.084262997;40006400;;;;
20.11.1981;0.065316483;0.084821001;0.085378997;0.084821001;0.084821001;38102400;;;;
23.11.1981;0.062308643;0.080914997;0.082030997;0.080914997;0.082030997;22960000;;;;
24.11.1981;0.061878968;0.080357;0.080914997;0.080357;0.080914997;22153600;;;;
25.11.1981;0.063168027;0.082030997;0.082589;0.082030997;0.082030997;52550400;;;;
27.11.1981;0.064886786;0.084262997;0.084821001;0.084262997;0.084262997;37251200;;;;
30.11.1981;0.064027421;0.083146997;0.083705001;0.083146997;0.083705001;23968000;;;;
1.12.1981;0.064027421;0.083146997;0.083705001;0.083146997;0.083146997;23385600;;;;
2.12.1981;0.064457119;0.083705001;0.084262997;0.083705001;0.083705001;37564800;;;;
3.12.1981;0.063597739;0.082589;0.083146997;0.082589;0.083146997;20428800;;;;
4.12.1981;0.065316483;0.084821001;0.085378997;0.084821001;0.084821001;137155200;;;;
7.12.1981;0.065746203;0.085378997;0.085937999;0.085378997;0.085378997;59292800;;;;
8.12.1981;0.064457119;0.083705001;0.084821001;0.083705001;0.084821001;50624000;;;;
9.12.1981;0.064886786;0.084262997;0.084821001;0.084262997;0.084262997;34272000;;;;
10.12.1981;0.064886786;0.084262997;0.084821001;0.084262997;0.084262997;37408000;;;;
11.12.1981;0.064457119;0.083705001;0.084821001;0.083705001;0.084262997;76092800;;;;
14.12.1981;0.062308643;0.080914997;0.082030997;0.080914997;0.082030997;25244800;;;;
15.12.1981;0.064027421;0.083146997;0.083705001;0.083146997;0.083146997;31315200;;;;
16.12.1981;0.06703601;0.087053999;0.087612003;0.087053999;0.087053999;65452800;;;;
17.12.1981;0.072621949;0.094307996;0.094866;0.094307996;0.094307996;51452800;;;;
18.12.1981;0.078638367;0.102121003;0.102678999;0.102121003;0.102121003;71724800;;;;
21.12.1981;0.075200059;0.097655997;0.098214;0.097655997;0.098214;56403200;;;;
22.12.1981;0.076489128;0.099330001;0.099887997;0.099330001;0.099330001;53827200;;;;
23.12.1981;0.074770376;0.097098;0.097655997;0.097098;0.097655997;28896000;;;;
24.12.1981;0.075200059;0.097655997;0.098214;0.097655997;0.097655997;28918400;;;;
28.12.1981;0.071762592;0.093192004;0.094307996;0.093192004;0.094307996;36579200;;;;
29.12.1981;0.073051631;0.094866;0.095982;0.094866;0.094866;24236800;;;;
30.12.1981;0.076059453;0.098771997;0.099330001;0.098771997;0.098771997;32188800;;;;
31.12.1981;0.076059453;0.098771997;0.099330001;0.098771997;0.098771997;54656000;;;;
4.01.1982;0.075629778;0.098214;0.098771997;0.098214;0.098771997;71254400;;;;
5.01.1982;0.071762592;0.093192004;0.094307996;0.093192004;0.094307996;35840000;;;;
6.01.1982;0.070903197;0.092076004;0.092634;0.092076004;0.092634;66080000;;;;
7.01.1982;0.065316483;0.084821001;0.085937999;0.084821001;0.085937999;70044800;;;;
8.01.1982;0.068325035;0.088728003;0.089286;0.088728003;0.088728003;56604800;;;;
11.01.1982;0.064027421;0.083146997;0.083705001;0.083146997;0.083705001;33331200;;;;
12.01.1982;0.061878968;0.080357;0.080914997;0.080357;0.080914997;59920000;;;;
13.01.1982;0.0614493;0.079798996;0.080357;0.079798996;0.080357;41753600;;;;
14.01.1982;0.064457119;0.083705001;0.084262997;0.083705001;0.083705001;25715200;;;;
15.01.1982;0.068754785;0.089286;0.090402;0.089286;0.089286;46704000;;;;
18.01.1982;0.070043862;0.090960003;0.092076004;0.090960003;0.090960003;28000000;;;;
19.01.1982;0.068325035;0.088728003;0.089844003;0.088728003;0.089844003;55507200;;;;
20.01.1982;0.069614157;0.090402;0.090960003;0.090402;0.090402;25827200;;;;
21.01.1982;0.070903197;0.092076004;0.092634;0.092076004;0.092076004;33331200;;;;
22.01.1982;0.071332887;0.092634;0.093192004;0.092634;0.092634;24259200;;;;
25.01.1982;0.069184445;0.089844003;0.090402;0.089844003;0.090402;44710400;;;;
26.01.1982;0.066606328;0.086496003;0.087612003;0.086496003;0.087612003;21212800;;;;
27.01.1982;0.06703601;0.087053999;0.088169999;0.087053999;0.087053999;31360000;;;;
28.01.1982;0.069184445;0.089844003;0.090402;0.089844003;0.089844003;39603200;;;;
29.01.1982;0.070043862;0.090960003;0.091518;0.090960003;0.090960003;53155200;;;;
1.02.1982;0.069184445;0.089844003;0.090960003;0.089844003;0.090960003;38528000;;;;
2.02.1982;0.069614157;0.090402;0.091518;0.090402;0.090402;54275200;;;;
3.02.1982;0.069614157;0.090402;0.090960003;0.090402;0.090402;31472000;;;;
4.02.1982;0.067895405;0.088169999;0.088728003;0.088169999;0.088728003;22041600;;;;
5.02.1982;0.067895405;0.088169999;0.088728003;0.088169999;0.088169999;40297600;;;;
8.02.1982;0.063597739;0.082589;0.083146997;0.082589;0.083146997;31696000;;;;
9.02.1982;0.063597739;0.082589;0.083146997;0.082589;0.082589;57904000;;;;
10.02.1982;0.064457119;0.083705001;0.084262997;0.083705001;0.083705001;38796800;;;;
11.02.1982;0.063597739;0.082589;0.083146997;0.082589;0.083146997;24528000;;;;
12.02.1982;0.064457119;0.083705001;0.084262997;0.083705001;0.083705001;19644800;;;;
16.02.1982;0.063168027;0.082030997;0.082589;0.082030997;0.082589;34316800;;;;
17.02.1982;0.064027421;0.083146997;0.083705001;0.083146997;0.083146997;25580800;;;;
18.02.1982;0.064886786;0.084262997;0.084821001;0.084262997;0.084262997;28380800;;;;
19.02.1982;0.064457119;0.083705001;0.084262997;0.083705001;0.084262997;13596800;;;;
22.02.1982;0.063597739;0.082589;0.083146997;0.082589;0.083146997;26633600;;;;
23.02.1982;0.062738344;0.081473;0.082030997;0.081473;0.082030997;34540800;;;;
24.02.1982;0.063168027;0.082030997;0.082589;0.082030997;0.082030997;37945600;;;;
25.02.1982;0.062738344;0.081473;0.082030997;0.081473;0.082030997;30800000;;;;
26.02.1982;0.062738344;0.081473;0.082030997;0.081473;0.081473;17427200;;;;
1.03.1982;0.063168027;0.082030997;0.082589;0.082030997;0.082030997;35302400;;;;
2.03.1982;0.063168027;0.082030997;0.082589;0.082030997;0.082030997;34809600;;;;
3.03.1982;0.063168027;0.082030997;0.082589;0.082030997;0.082030997;23654400;;;;
4.03.1982;0.061878968;0.080357;0.080914997;0.080357;0.080914997;38371200;;;;
5.03.1982;0.057152409;0.074219003;0.074777;0.074219003;0.074777;45315200;;;;
8.03.1982;0.056293011;0.073103003;0.073661;0.073103003;0.073661;35145600;;;;
9.03.1982;0.056722708;0.073661;0.074219003;0.073661;0.073661;52505600;;;;
10.03.1982;0.055863343;0.072544999;0.073103003;0.072544999;0.073103003;86934400;;;;
11.03.1982;0.055863343;0.072544999;0.073661;0.072544999;0.072544999;22579200;;;;
12.03.1982;0.05242506;0.068080001;0.068637997;0.068080001;0.068637997;46547200;;;;
15.03.1982;0.051995356;0.067521997;0.068080001;0.067521997;0.068080001;51363200;;;;
16.03.1982;0.051135983;0.066405997;0.066964;0.066405997;0.066964;47152000;;;;
